text,label
Fake news content 846: Aliens spotted in the sky!,1
Fake news content 398: Aliens spotted in the sky!,1
Fake news content 305: Aliens spotted in the sky!,1
Fake news content 659: Aliens spotted in the sky!,1
Real news content 833: President addresses the nation.,0
Real news content 134: President addresses the nation.,0
Real news content 991: President addresses the nation.,0
Real news content 671: President addresses the nation.,0
Real news content 331: President addresses the nation.,0
Real news content 102: President addresses the nation.,0
Fake news content 191: Aliens spotted in the sky!,1
Real news content 681: President addresses the nation.,0
Fake news content 179: Aliens spotted in the sky!,1
Fake news content 232: Aliens spotted in the sky!,1
Real news content 172: President addresses the nation.,0
Fake news content 497: Aliens spotted in the sky!,1
Fake news content 287: Aliens spotted in the sky!,1
Real news content 365: President addresses the nation.,0
Real news content 225: President addresses the nation.,0
Fake news content 381: Aliens spotted in the sky!,1
Fake news content 389: Aliens spotted in the sky!,1
Real news content 145: President addresses the nation.,0
Real news content 22: President addresses the nation.,0
Fake news content 370: Aliens spotted in the sky!,1
Real news content 200: President addresses the nation.,0
Real news content 384: President addresses the nation.,0
Fake news content 853: Aliens spotted in the sky!,1
Real news content 223: President addresses the nation.,0
Fake news content 738: Aliens spotted in the sky!,1
Real news content 369: President addresses the nation.,0
Real news content 227: President addresses the nation.,0
Fake news content 689: Aliens spotted in the sky!,1
Real news content 641: President addresses the nation.,0
Real news content 972: President addresses the nation.,0
Real news content 279: President addresses the nation.,0
Fake news content 134: Aliens spotted in the sky!,1
Real news content 150: President addresses the nation.,0
Fake news content 616: Aliens spotted in the sky!,1
Fake news content 212: Aliens spotted in the sky!,1
Real news content 572: President addresses the nation.,0
Real news content 974: President addresses the nation.,0
Fake news content 293: Aliens spotted in the sky!,1
Fake news content 809: Aliens spotted in the sky!,1
Real news content 209: President addresses the nation.,0
Fake news content 29: Aliens spotted in the sky!,1
Real news content 179: President addresses the nation.,0
Fake news content 545: Aliens spotted in the sky!,1
Fake news content 867: Aliens spotted in the sky!,1
Real news content 211: President addresses the nation.,0
Fake news content 987: Aliens spotted in the sky!,1
Fake news content 574: Aliens spotted in the sky!,1
Fake news content 736: Aliens spotted in the sky!,1
Real news content 366: President addresses the nation.,0
Fake news content 168: Aliens spotted in the sky!,1
Fake news content 74: Aliens spotted in the sky!,1
Fake news content 481: Aliens spotted in the sky!,1
Fake news content 967: Aliens spotted in the sky!,1
Fake news content 715: Aliens spotted in the sky!,1
Fake news content 681: Aliens spotted in the sky!,1
Real news content 410: President addresses the nation.,0
Fake news content 57: Aliens spotted in the sky!,1
Fake news content 7: Aliens spotted in the sky!,1
Real news content 571: President addresses the nation.,0
Fake news content 453: Aliens spotted in the sky!,1
Real news content 825: President addresses the nation.,0
Real news content 962: President addresses the nation.,0
Real news content 32: President addresses the nation.,0
Fake news content 197: Aliens spotted in the sky!,1
Real news content 301: President addresses the nation.,0
Real news content 682: President addresses the nation.,0
Fake news content 940: Aliens spotted in the sky!,1
Fake news content 149: Aliens spotted in the sky!,1
Fake news content 144: Aliens spotted in the sky!,1
Fake news content 726: Aliens spotted in the sky!,1
Fake news content 252: Aliens spotted in the sky!,1
Fake news content 424: Aliens spotted in the sky!,1
Fake news content 142: Aliens spotted in the sky!,1
Real news content 68: President addresses the nation.,0
Fake news content 762: Aliens spotted in the sky!,1
Fake news content 471: Aliens spotted in the sky!,1
Real news content 621: President addresses the nation.,0
Fake news content 72: Aliens spotted in the sky!,1
Real news content 206: President addresses the nation.,0
Fake news content 254: Aliens spotted in the sky!,1
Real news content 121: President addresses the nation.,0
Fake news content 71: Aliens spotted in the sky!,1
Real news content 815: President addresses the nation.,0
Real news content 147: President addresses the nation.,0
Real news content 434: President addresses the nation.,0
Fake news content 898: Aliens spotted in the sky!,1
Real news content 385: President addresses the nation.,0
Fake news content 420: Aliens spotted in the sky!,1
Real news content 626: President addresses the nation.,0
Fake news content 82: Aliens spotted in the sky!,1
Real news content 554: President addresses the nation.,0
Real news content 51: President addresses the nation.,0
Fake news content 794: Aliens spotted in the sky!,1
Fake news content 778: Aliens spotted in the sky!,1
Real news content 688: President addresses the nation.,0
Real news content 501: President addresses the nation.,0
Fake news content 576: Aliens spotted in the sky!,1
Real news content 901: President addresses the nation.,0
Fake news content 117: Aliens spotted in the sky!,1
Real news content 920: President addresses the nation.,0
Real news content 327: President addresses the nation.,0
Fake news content 643: Aliens spotted in the sky!,1
Real news content 988: President addresses the nation.,0
Real news content 444: President addresses the nation.,0
Real news content 406: President addresses the nation.,0
Fake news content 527: Aliens spotted in the sky!,1
Real news content 556: President addresses the nation.,0
Fake news content 983: Aliens spotted in the sky!,1
Real news content 503: President addresses the nation.,0
Real news content 3: President addresses the nation.,0
Fake news content 575: Aliens spotted in the sky!,1
Real news content 266: President addresses the nation.,0
Real news content 782: President addresses the nation.,0
Real news content 29: President addresses the nation.,0
Real news content 714: President addresses the nation.,0
Fake news content 357: Aliens spotted in the sky!,1
Real news content 383: President addresses the nation.,0
Fake news content 991: Aliens spotted in the sky!,1
Fake news content 31: Aliens spotted in the sky!,1
Fake news content 779: Aliens spotted in the sky!,1
Fake news content 272: Aliens spotted in the sky!,1
Real news content 885: President addresses the nation.,0
Fake news content 311: Aliens spotted in the sky!,1
Real news content 520: President addresses the nation.,0
Real news content 704: President addresses the nation.,0
Fake news content 129: Aliens spotted in the sky!,1
Fake news content 186: Aliens spotted in the sky!,1
Real news content 261: President addresses the nation.,0
Fake news content 306: Aliens spotted in the sky!,1
Real news content 597: President addresses the nation.,0
Real news content 336: President addresses the nation.,0
Real news content 502: President addresses the nation.,0
Real news content 307: President addresses the nation.,0
Real news content 468: President addresses the nation.,0
Real news content 240: President addresses the nation.,0
Fake news content 6: Aliens spotted in the sky!,1
Fake news content 139: Aliens spotted in the sky!,1
Fake news content 440: Aliens spotted in the sky!,1
Real news content 489: President addresses the nation.,0
Real news content 914: President addresses the nation.,0
Real news content 663: President addresses the nation.,0
Fake news content 38: Aliens spotted in the sky!,1
Fake news content 30: Aliens spotted in the sky!,1
Fake news content 712: Aliens spotted in the sky!,1
Real news content 343: President addresses the nation.,0
Real news content 643: President addresses the nation.,0
Fake news content 947: Aliens spotted in the sky!,1
Real news content 221: President addresses the nation.,0
Real news content 442: President addresses the nation.,0
Fake news content 677: Aliens spotted in the sky!,1
Real news content 915: President addresses the nation.,0
Real news content 45: President addresses the nation.,0
Real news content 811: President addresses the nation.,0
Fake news content 486: Aliens spotted in the sky!,1
Real news content 737: President addresses the nation.,0
Real news content 226: President addresses the nation.,0
Fake news content 46: Aliens spotted in the sky!,1
Fake news content 579: Aliens spotted in the sky!,1
Real news content 942: President addresses the nation.,0
Real news content 880: President addresses the nation.,0
Real news content 646: President addresses the nation.,0
Fake news content 956: Aliens spotted in the sky!,1
Real news content 824: President addresses the nation.,0
Fake news content 58: Aliens spotted in the sky!,1
Real news content 923: President addresses the nation.,0
Real news content 945: President addresses the nation.,0
Fake news content 477: Aliens spotted in the sky!,1
Fake news content 494: Aliens spotted in the sky!,1
Real news content 333: President addresses the nation.,0
Real news content 933: President addresses the nation.,0
Real news content 847: President addresses the nation.,0
Fake news content 854: Aliens spotted in the sky!,1
Fake news content 819: Aliens spotted in the sky!,1
Fake news content 388: Aliens spotted in the sky!,1
Real news content 374: President addresses the nation.,0
Real news content 202: President addresses the nation.,0
Fake news content 526: Aliens spotted in the sky!,1
Fake news content 773: Aliens spotted in the sky!,1
Fake news content 17: Aliens spotted in the sky!,1
Real news content 867: President addresses the nation.,0
Fake news content 780: Aliens spotted in the sky!,1
Real news content 491: President addresses the nation.,0
Real news content 680: President addresses the nation.,0
Real news content 739: President addresses the nation.,0
Fake news content 903: Aliens spotted in the sky!,1
Real news content 35: President addresses the nation.,0
Real news content 936: President addresses the nation.,0
Fake news content 584: Aliens spotted in the sky!,1
Real news content 81: President addresses the nation.,0
Fake news content 476: Aliens spotted in the sky!,1
Fake news content 515: Aliens spotted in the sky!,1
Fake news content 330: Aliens spotted in the sky!,1
Real news content 367: President addresses the nation.,0
Fake news content 262: Aliens spotted in the sky!,1
Fake news content 886: Aliens spotted in the sky!,1
Fake news content 704: Aliens spotted in the sky!,1
Real news content 883: President addresses the nation.,0
Real news content 845: President addresses the nation.,0
Fake news content 448: Aliens spotted in the sky!,1
Fake news content 445: Aliens spotted in the sky!,1
Fake news content 932: Aliens spotted in the sky!,1
Fake news content 261: Aliens spotted in the sky!,1
Real news content 808: President addresses the nation.,0
Fake news content 140: Aliens spotted in the sky!,1
Fake news content 374: Aliens spotted in the sky!,1
Fake news content 760: Aliens spotted in the sky!,1
Real news content 975: President addresses the nation.,0
Fake news content 26: Aliens spotted in the sky!,1
Real news content 85: President addresses the nation.,0
Fake news content 11: Aliens spotted in the sky!,1
Fake news content 951: Aliens spotted in the sky!,1
Fake news content 840: Aliens spotted in the sky!,1
Real news content 852: President addresses the nation.,0
Fake news content 488: Aliens spotted in the sky!,1
Real news content 39: President addresses the nation.,0
Fake news content 691: Aliens spotted in the sky!,1
Real news content 625: President addresses the nation.,0
Real news content 575: President addresses the nation.,0
Real news content 451: President addresses the nation.,0
Fake news content 260: Aliens spotted in the sky!,1
Real news content 611: President addresses the nation.,0
Fake news content 587: Aliens spotted in the sky!,1
Fake news content 615: Aliens spotted in the sky!,1
Real news content 460: President addresses the nation.,0
Real news content 955: President addresses the nation.,0
Real news content 777: President addresses the nation.,0
Real news content 66: President addresses the nation.,0
Fake news content 380: Aliens spotted in the sky!,1
Real news content 415: President addresses the nation.,0
Fake news content 742: Aliens spotted in the sky!,1
Fake news content 194: Aliens spotted in the sky!,1
Real news content 531: President addresses the nation.,0
Fake news content 176: Aliens spotted in the sky!,1
Fake news content 645: Aliens spotted in the sky!,1
Real news content 548: President addresses the nation.,0
Fake news content 97: Aliens spotted in the sky!,1
Real news content 603: President addresses the nation.,0
Real news content 738: President addresses the nation.,0
Fake news content 786: Aliens spotted in the sky!,1
Real news content 484: President addresses the nation.,0
Fake news content 988: Aliens spotted in the sky!,1
Real news content 299: President addresses the nation.,0
Real news content 657: President addresses the nation.,0
Fake news content 239: Aliens spotted in the sky!,1
Fake news content 434: Aliens spotted in the sky!,1
Fake news content 301: Aliens spotted in the sky!,1
Real news content 999: President addresses the nation.,0
Real news content 487: President addresses the nation.,0
Fake news content 152: Aliens spotted in the sky!,1
Real news content 178: President addresses the nation.,0
Fake news content 205: Aliens spotted in the sky!,1
Fake news content 558: Aliens spotted in the sky!,1
Fake news content 957: Aliens spotted in the sky!,1
Fake news content 80: Aliens spotted in the sky!,1
Fake news content 320: Aliens spotted in the sky!,1
Fake news content 336: Aliens spotted in the sky!,1
Fake news content 501: Aliens spotted in the sky!,1
Real news content 483: President addresses the nation.,0
Real news content 92: President addresses the nation.,0
Fake news content 569: Aliens spotted in the sky!,1
Real news content 701: President addresses the nation.,0
Real news content 679: President addresses the nation.,0
Real news content 342: President addresses the nation.,0
Real news content 198: President addresses the nation.,0
Real news content 373: President addresses the nation.,0
Fake news content 100: Aliens spotted in the sky!,1
Fake news content 200: Aliens spotted in the sky!,1
Fake news content 966: Aliens spotted in the sky!,1
Fake news content 180: Aliens spotted in the sky!,1
Fake news content 227: Aliens spotted in the sky!,1
Fake news content 219: Aliens spotted in the sky!,1
Fake news content 506: Aliens spotted in the sky!,1
Real news content 497: President addresses the nation.,0
Fake news content 49: Aliens spotted in the sky!,1
Real news content 119: President addresses the nation.,0
Real news content 912: President addresses the nation.,0
Real news content 47: President addresses the nation.,0
Real news content 130: President addresses the nation.,0
Real news content 774: President addresses the nation.,0
Fake news content 962: Aliens spotted in the sky!,1
Real news content 530: President addresses the nation.,0
Fake news content 277: Aliens spotted in the sky!,1
Fake news content 326: Aliens spotted in the sky!,1
Fake news content 32: Aliens spotted in the sky!,1
Fake news content 806: Aliens spotted in the sky!,1
Fake news content 739: Aliens spotted in the sky!,1
Real news content 650: President addresses the nation.,0
Real news content 993: President addresses the nation.,0
Fake news content 972: Aliens spotted in the sky!,1
Real news content 922: President addresses the nation.,0
Real news content 878: President addresses the nation.,0
Fake news content 640: Aliens spotted in the sky!,1
Real news content 159: President addresses the nation.,0
Real news content 769: President addresses the nation.,0
Real news content 552: President addresses the nation.,0
Fake news content 820: Aliens spotted in the sky!,1
Fake news content 690: Aliens spotted in the sky!,1
Fake news content 789: Aliens spotted in the sky!,1
Fake news content 920: Aliens spotted in the sky!,1
Fake news content 679: Aliens spotted in the sky!,1
Real news content 133: President addresses the nation.,0
Real news content 853: President addresses the nation.,0
Fake news content 452: Aliens spotted in the sky!,1
Fake news content 48: Aliens spotted in the sky!,1
Real news content 71: President addresses the nation.,0
Real news content 148: President addresses the nation.,0
Real news content 632: President addresses the nation.,0
Fake news content 685: Aliens spotted in the sky!,1
Fake news content 460: Aliens spotted in the sky!,1
Real news content 325: President addresses the nation.,0
Fake news content 485: Aliens spotted in the sky!,1
Fake news content 727: Aliens spotted in the sky!,1
Real news content 726: President addresses the nation.,0
Real news content 539: President addresses the nation.,0
Fake news content 358: Aliens spotted in the sky!,1
Real news content 463: President addresses the nation.,0
Fake news content 335: Aliens spotted in the sky!,1
Real news content 725: President addresses the nation.,0
Fake news content 823: Aliens spotted in the sky!,1
Real news content 874: President addresses the nation.,0
Real news content 749: President addresses the nation.,0
Real news content 297: President addresses the nation.,0
Real news content 720: President addresses the nation.,0
Fake news content 34: Aliens spotted in the sky!,1
Real news content 476: President addresses the nation.,0
Real news content 499: President addresses the nation.,0
Fake news content 622: Aliens spotted in the sky!,1
Real news content 876: President addresses the nation.,0
Fake news content 304: Aliens spotted in the sky!,1
Real news content 634: President addresses the nation.,0
Fake news content 405: Aliens spotted in the sky!,1
Real news content 87: President addresses the nation.,0
Fake news content 285: Aliens spotted in the sky!,1
Real news content 965: President addresses the nation.,0
Real news content 356: President addresses the nation.,0
Fake news content 561: Aliens spotted in the sky!,1
Fake news content 51: Aliens spotted in the sky!,1
Fake news content 10: Aliens spotted in the sky!,1
Fake news content 78: Aliens spotted in the sky!,1
Fake news content 314: Aliens spotted in the sky!,1
Real news content 149: President addresses the nation.,0
Fake news content 68: Aliens spotted in the sky!,1
Real news content 711: President addresses the nation.,0
Real news content 490: President addresses the nation.,0
Real news content 516: President addresses the nation.,0
Fake news content 893: Aliens spotted in the sky!,1
Fake news content 433: Aliens spotted in the sky!,1
Fake news content 916: Aliens spotted in the sky!,1
Fake news content 984: Aliens spotted in the sky!,1
Fake news content 499: Aliens spotted in the sky!,1
Fake news content 952: Aliens spotted in the sky!,1
Fake news content 546: Aliens spotted in the sky!,1
Real news content 153: President addresses the nation.,0
Real news content 154: President addresses the nation.,0
Fake news content 676: Aliens spotted in the sky!,1
Fake news content 61: Aliens spotted in the sky!,1
Real news content 180: President addresses the nation.,0
Fake news content 274: Aliens spotted in the sky!,1
Fake news content 925: Aliens spotted in the sky!,1
Fake news content 65: Aliens spotted in the sky!,1
Real news content 446: President addresses the nation.,0
Fake news content 310: Aliens spotted in the sky!,1
Fake news content 111: Aliens spotted in the sky!,1
Fake news content 76: Aliens spotted in the sky!,1
Real news content 659: President addresses the nation.,0
Real news content 287: President addresses the nation.,0
Fake news content 644: Aliens spotted in the sky!,1
Fake news content 334: Aliens spotted in the sky!,1
Fake news content 469: Aliens spotted in the sky!,1
Fake news content 621: Aliens spotted in the sky!,1
Real news content 319: President addresses the nation.,0
Fake news content 974: Aliens spotted in the sky!,1
Real news content 414: President addresses the nation.,0
Real news content 746: President addresses the nation.,0
Fake news content 27: Aliens spotted in the sky!,1
Fake news content 582: Aliens spotted in the sky!,1
Real news content 678: President addresses the nation.,0
Real news content 498: President addresses the nation.,0
Real news content 305: President addresses the nation.,0
Fake news content 408: Aliens spotted in the sky!,1
Real news content 445: President addresses the nation.,0
Fake news content 682: Aliens spotted in the sky!,1
Fake news content 371: Aliens spotted in the sky!,1
Fake news content 354: Aliens spotted in the sky!,1
Real news content 162: President addresses the nation.,0
Fake news content 387: Aliens spotted in the sky!,1
Real news content 10: President addresses the nation.,0
Fake news content 291: Aliens spotted in the sky!,1
Fake news content 830: Aliens spotted in the sky!,1
Real news content 259: President addresses the nation.,0
Real news content 574: President addresses the nation.,0
Fake news content 861: Aliens spotted in the sky!,1
Real news content 615: President addresses the nation.,0
Fake news content 563: Aliens spotted in the sky!,1
Fake news content 910: Aliens spotted in the sky!,1
Fake news content 663: Aliens spotted in the sky!,1
Real news content 956: President addresses the nation.,0
Real news content 551: President addresses the nation.,0
Fake news content 611: Aliens spotted in the sky!,1
Fake news content 171: Aliens spotted in the sky!,1
Real news content 639: President addresses the nation.,0
Real news content 970: President addresses the nation.,0
Real news content 786: President addresses the nation.,0
Fake news content 866: Aliens spotted in the sky!,1
Real news content 192: President addresses the nation.,0
Fake news content 539: Aliens spotted in the sky!,1
Fake news content 125: Aliens spotted in the sky!,1
Real news content 743: President addresses the nation.,0
Fake news content 597: Aliens spotted in the sky!,1
Fake news content 836: Aliens spotted in the sky!,1
Fake news content 138: Aliens spotted in the sky!,1
Real news content 74: President addresses the nation.,0
Fake news content 868: Aliens spotted in the sky!,1
Fake news content 323: Aliens spotted in the sky!,1
Fake news content 298: Aliens spotted in the sky!,1
Real news content 729: President addresses the nation.,0
Real news content 802: President addresses the nation.,0
Fake news content 220: Aliens spotted in the sky!,1
Real news content 140: President addresses the nation.,0
Real news content 823: President addresses the nation.,0
Real news content 840: President addresses the nation.,0
Real news content 891: President addresses the nation.,0
Real news content 350: President addresses the nation.,0
Real news content 187: President addresses the nation.,0
Real news content 166: President addresses the nation.,0
Real news content 800: President addresses the nation.,0
Fake news content 899: Aliens spotted in the sky!,1
Real news content 416: President addresses the nation.,0
Real news content 887: President addresses the nation.,0
Fake news content 55: Aliens spotted in the sky!,1
Real news content 947: President addresses the nation.,0
Real news content 512: President addresses the nation.,0
Fake news content 172: Aliens spotted in the sky!,1
Real news content 98: President addresses the nation.,0
Real news content 388: President addresses the nation.,0
Fake news content 996: Aliens spotted in the sky!,1
Fake news content 511: Aliens spotted in the sky!,1
Fake news content 975: Aliens spotted in the sky!,1
Real news content 320: President addresses the nation.,0
Real news content 613: President addresses the nation.,0
Real news content 780: President addresses the nation.,0
Real news content 734: President addresses the nation.,0
Fake news content 537: Aliens spotted in the sky!,1
Fake news content 629: Aliens spotted in the sky!,1
Fake news content 565: Aliens spotted in the sky!,1
Fake news content 869: Aliens spotted in the sky!,1
Fake news content 275: Aliens spotted in the sky!,1
Real news content 590: President addresses the nation.,0
Fake news content 472: Aliens spotted in the sky!,1
Fake news content 127: Aliens spotted in the sky!,1
Real news content 57: President addresses the nation.,0
Real news content 177: President addresses the nation.,0
Fake news content 833: Aliens spotted in the sky!,1
Fake news content 649: Aliens spotted in the sky!,1
Real news content 281: President addresses the nation.,0
Real news content 719: President addresses the nation.,0
Fake news content 839: Aliens spotted in the sky!,1
Real news content 517: President addresses the nation.,0
Fake news content 73: Aliens spotted in the sky!,1
Real news content 522: President addresses the nation.,0
Real news content 588: President addresses the nation.,0
Real news content 193: President addresses the nation.,0
Real news content 533: President addresses the nation.,0
Real news content 318: President addresses the nation.,0
Real news content 959: President addresses the nation.,0
Real news content 710: President addresses the nation.,0
Fake news content 924: Aliens spotted in the sky!,1
Fake news content 707: Aliens spotted in the sky!,1
Real news content 358: President addresses the nation.,0
Real news content 637: President addresses the nation.,0
Fake news content 733: Aliens spotted in the sky!,1
Fake news content 359: Aliens spotted in the sky!,1
Real news content 565: President addresses the nation.,0
Real news content 62: President addresses the nation.,0
Real news content 455: President addresses the nation.,0
Fake news content 706: Aliens spotted in the sky!,1
Real news content 793: President addresses the nation.,0
Fake news content 904: Aliens spotted in the sky!,1
Real news content 363: President addresses the nation.,0
Fake news content 356: Aliens spotted in the sky!,1
Fake news content 89: Aliens spotted in the sky!,1
Real news content 389: President addresses the nation.,0
Real news content 990: President addresses the nation.,0
Fake news content 618: Aliens spotted in the sky!,1
Real news content 156: President addresses the nation.,0
Fake news content 999: Aliens spotted in the sky!,1
Fake news content 813: Aliens spotted in the sky!,1
Real news content 510: President addresses the nation.,0
Real news content 352: President addresses the nation.,0
Real news content 244: President addresses the nation.,0
Fake news content 217: Aliens spotted in the sky!,1
Fake news content 309: Aliens spotted in the sky!,1
Real news content 612: President addresses the nation.,0
Fake news content 329: Aliens spotted in the sky!,1
Real news content 69: President addresses the nation.,0
Real news content 606: President addresses the nation.,0
Real news content 619: President addresses the nation.,0
Fake news content 240: Aliens spotted in the sky!,1
Fake news content 564: Aliens spotted in the sky!,1
Real news content 736: President addresses the nation.,0
Fake news content 937: Aliens spotted in the sky!,1
Fake news content 880: Aliens spotted in the sky!,1
Fake news content 935: Aliens spotted in the sky!,1
Fake news content 912: Aliens spotted in the sky!,1
Fake news content 905: Aliens spotted in the sky!,1
Real news content 82: President addresses the nation.,0
Fake news content 265: Aliens spotted in the sky!,1
Fake news content 414: Aliens spotted in the sky!,1
Real news content 957: President addresses the nation.,0
Real news content 831: President addresses the nation.,0
Fake news content 429: Aliens spotted in the sky!,1
Fake news content 364: Aliens spotted in the sky!,1
Fake news content 116: Aliens spotted in the sky!,1
Fake news content 843: Aliens spotted in the sky!,1
Fake news content 384: Aliens spotted in the sky!,1
Fake news content 480: Aliens spotted in the sky!,1
Real news content 132: President addresses the nation.,0
Fake news content 503: Aliens spotted in the sky!,1
Fake news content 188: Aliens spotted in the sky!,1
Real news content 370: President addresses the nation.,0
Fake news content 802: Aliens spotted in the sky!,1
Real news content 386: President addresses the nation.,0
Fake news content 619: Aliens spotted in the sky!,1
Real news content 832: President addresses the nation.,0
Fake news content 230: Aliens spotted in the sky!,1
Real news content 728: President addresses the nation.,0
Fake news content 635: Aliens spotted in the sky!,1
Real news content 964: President addresses the nation.,0
Fake news content 921: Aliens spotted in the sky!,1
Real news content 378: President addresses the nation.,0
Real news content 550: President addresses the nation.,0
Fake news content 114: Aliens spotted in the sky!,1
Real news content 950: President addresses the nation.,0
Real news content 404: President addresses the nation.,0
Real news content 337: President addresses the nation.,0
Fake news content 805: Aliens spotted in the sky!,1
Real news content 288: President addresses the nation.,0
Fake news content 245: Aliens spotted in the sky!,1
Fake news content 889: Aliens spotted in the sky!,1
Real news content 834: President addresses the nation.,0
Real news content 583: President addresses the nation.,0
Real news content 283: President addresses the nation.,0
Fake news content 218: Aliens spotted in the sky!,1
Real news content 807: President addresses the nation.,0
Real news content 677: President addresses the nation.,0
Fake news content 669: Aliens spotted in the sky!,1
Fake news content 787: Aliens spotted in the sky!,1
Real news content 863: President addresses the nation.,0
Real news content 205: President addresses the nation.,0
Real news content 609: President addresses the nation.,0
Fake news content 347: Aliens spotted in the sky!,1
Fake news content 459: Aliens spotted in the sky!,1
Real news content 587: President addresses the nation.,0
Real news content 949: President addresses the nation.,0
Real news content 267: President addresses the nation.,0
Real news content 640: President addresses the nation.,0
Real news content 256: President addresses the nation.,0
Fake news content 950: Aliens spotted in the sky!,1
Fake news content 247: Aliens spotted in the sky!,1
Fake news content 286: Aliens spotted in the sky!,1
Fake news content 376: Aliens spotted in the sky!,1
Fake news content 390: Aliens spotted in the sky!,1
Real news content 306: President addresses the nation.,0
Fake news content 673: Aliens spotted in the sky!,1
Real news content 190: President addresses the nation.,0
Real news content 727: President addresses the nation.,0
Fake news content 391: Aliens spotted in the sky!,1
Fake news content 463: Aliens spotted in the sky!,1
Real news content 11: President addresses the nation.,0
Real news content 633: President addresses the nation.,0
Real news content 600: President addresses the nation.,0
Fake news content 656: Aliens spotted in the sky!,1
Fake news content 955: Aliens spotted in the sky!,1
Real news content 390: President addresses the nation.,0
Real news content 475: President addresses the nation.,0
Fake news content 845: Aliens spotted in the sky!,1
Fake news content 844: Aliens spotted in the sky!,1
Real news content 419: President addresses the nation.,0
Real news content 12: President addresses the nation.,0
Fake news content 683: Aliens spotted in the sky!,1
Fake news content 244: Aliens spotted in the sky!,1
Fake news content 238: Aliens spotted in the sky!,1
Fake news content 680: Aliens spotted in the sky!,1
Real news content 928: President addresses the nation.,0
Real news content 212: President addresses the nation.,0
Fake news content 522: Aliens spotted in the sky!,1
Real news content 648: President addresses the nation.,0
Real news content 941: President addresses the nation.,0
Real news content 879: President addresses the nation.,0
Fake news content 56: Aliens spotted in the sky!,1
Real news content 557: President addresses the nation.,0
Real news content 217: President addresses the nation.,0
Real news content 469: President addresses the nation.,0
Fake news content 729: Aliens spotted in the sky!,1
Fake news content 135: Aliens spotted in the sky!,1
Fake news content 337: Aliens spotted in the sky!,1
Fake news content 201: Aliens spotted in the sky!,1
Real news content 293: President addresses the nation.,0
Fake news content 313: Aliens spotted in the sky!,1
Real news content 638: President addresses the nation.,0
Fake news content 807: Aliens spotted in the sky!,1
Real news content 514: President addresses the nation.,0
Fake news content 393: Aliens spotted in the sky!,1
Fake news content 243: Aliens spotted in the sky!,1
Fake news content 36: Aliens spotted in the sky!,1
Real news content 0: President addresses the nation.,0
Fake news content 39: Aliens spotted in the sky!,1
Fake news content 104: Aliens spotted in the sky!,1
Fake news content 516: Aliens spotted in the sky!,1
Real news content 357: President addresses the nation.,0
Real news content 902: President addresses the nation.,0
Real news content 697: President addresses the nation.,0
Real news content 558: President addresses the nation.,0
Fake news content 980: Aliens spotted in the sky!,1
Fake news content 705: Aliens spotted in the sky!,1
Real news content 958: President addresses the nation.,0
Real news content 482: President addresses the nation.,0
Fake news content 718: Aliens spotted in the sky!,1
Fake news content 251: Aliens spotted in the sky!,1
Real news content 138: President addresses the nation.,0
Fake news content 735: Aliens spotted in the sky!,1
Fake news content 108: Aliens spotted in the sky!,1
Fake news content 566: Aliens spotted in the sky!,1
Fake news content 318: Aliens spotted in the sky!,1
Real news content 871: President addresses the nation.,0
Real news content 208: President addresses the nation.,0
Fake news content 455: Aliens spotted in the sky!,1
Fake news content 995: Aliens spotted in the sky!,1
Real news content 573: President addresses the nation.,0
Fake news content 795: Aliens spotted in the sky!,1
